title,company,model,year,price,mileage,color,transmission,location,date_posted,features,detail_link
Chevrolet Caprice 1980,Chevrolet,Caprice,1980,"145,000 EGP",N/A,Green,N/A,Obour City,2025-06-25,Automatic | Air Conditioner | Power Steering,https://eg.hatla2ee.com/en/car/chevrolet/caprice/6996280
Chevrolet Optra 2018,Chevrolet,Optra,2018,"395,000 EGP","180,000 Km",Dark grey,N/A,Sheikh Zayed City,2025-06-25,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/chevrolet/optra/6996269
Chevrolet Cruze 2017,Chevrolet,Cruze,2017,"750,000 EGP","41,000 Km",Black,N/A,El Marg,2025-06-24,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/chevrolet/cruze/6996223
Chevrolet Optra 2018,Chevrolet,Optra,2018,"450,000 EGP","180,000 Km",Dark grey,N/A,Sheikh Zayed City,2025-06-24,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/chevrolet/optra/6996255
Kia Sportage 2022,Kia,Sportage,2022,"1,480,000 EGP","37,000 Km",Silver,N/A,Giza,2025-06-24,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/kia/sportage/6996251
BMW X6 2010,BMW,X6,2010,"1,800,000 EGP","178,000 Km",Silver,N/A,6 October,2025-06-24,N/A,https://eg.hatla2ee.com/en/car/bmw/x6/6996233
Daewoo Lanos 2007,Daewoo,Lanos,2007,"309,000 EGP","290,000 Km",Silver,N/A,Ismailia,2025-06-24,Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/daewoo/lanos/6996228
Opel Astra 2018,Opel,Astra,2018,"750,000 EGP","155,000 Km",Brown,N/A,Hadayek October,2025-06-24,Automatic | Air Conditioner | Remote Control,https://eg.hatla2ee.com/en/car/opel/astra/6996239
Speranza A516 2007,Speranza,A516,2007,"250,000 EGP","124,000 Km",Black,N/A,Helwan,2025-06-24,Air Conditioner | Remote Control,https://eg.hatla2ee.com/en/car/speranza/a516/6996193
Chevrolet Lanos 2010,Chevrolet,Lanos,2010,"270,000 EGP","20,000 Km",Silver,N/A,10th of Ramadan,2025-06-24,Automatic,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6996143
BMW 316 1994,BMW,316,1994,"300,000 EGP","300,000 Km",Black,N/A,10th of Ramadan,2025-06-24,Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/bmw/316/6996132
Jeep Grand Cherokee 1996,Jeep,Grand,1996,"250,000 EGP","220,000 Km",Green,N/A,Shobra,2025-06-24,N/A,https://eg.hatla2ee.com/en/car/jeep/grand-Cherokee/6996090
Mercedes A 35 AMG 2023,Mercedes,A,2023,"2,750,000 EGP","60,000 Km",Gray,N/A,Obour City,2025-06-24,N/A,https://eg.hatla2ee.com/en/car/mercedes/A-35-AMG/6996086
Daewoo Lanos 2 2006,Daewoo,Lanos,2006,"300,000 EGP","248,000 Km",Dark blue,N/A,Faiyum,2025-06-24,Air Conditioner | Remote Control,https://eg.hatla2ee.com/en/car/daewoo/lanos-2/6996117
Mitsubishi Lancer Crystala 1998,Mitsubishi,Lancer,1998,"285,000 EGP","500,000 Km",Dark red,N/A,10th of Ramadan,2025-06-24,N/A,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Crystala/6996084
Chevrolet Optra 2020,Chevrolet,Optra,2020,"570,000 EGP","110,000 Km",Brown,N/A,Warraq,2025-06-24,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/chevrolet/optra/6996105
Volkswagen ID 6 2022,Volkswagen,ID,2022,"2,000,000 EGP","7,000 Km",Blue,N/A,Alexandria,2025-06-24,Automatic,https://eg.hatla2ee.com/en/car/volks-wagen/ID-6/6996078
Renault Clio 2002,Renault,Clio,2002,"190,000 EGP","200,000 Km",Silver,N/A,Cairo,2025-06-24,N/A,https://eg.hatla2ee.com/en/car/renault/clio/6996045
Chevrolet Lanos 2009,Chevrolet,Lanos,2009,"190,000 EGP","230,000 Km",White,N/A,6 October,2025-06-24,N/A,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6996066
Land Rover Velar 2022,Land,Rover,2022,"4,600,000 EGP","22,000 Km",Silver,N/A,6 October,2025-06-24,N/A,https://eg.hatla2ee.com/en/car/land-rover/Velar/6996075
BMW 318 2018,BMW,318,2018,"1,300,000 EGP","160,000 Km",Black,N/A,6 October,2025-06-24,Automatic | Air Conditioner | Remote Control,https://eg.hatla2ee.com/en/car/bmw/318/6995984
MG HS 2022,MG,HS,2022,"1,280,000 EGP","52,000 Km",White,N/A,Maadi,2025-06-24,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/moris-garage/MG-HS/6996032
Toyota Corolla 2008,Toyota,Corolla,2008,"650,000 EGP","240,000 Km",Silver,N/A,Tanta,2025-06-24,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/toyota/corolla/6995998
Toyota Corolla 2010,Toyota,Corolla,2010,"600,000 EGP","305,000 Km",Silver,N/A,Al Shorouk,2025-06-24,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/toyota/corolla/6995990
Mercedes E 180 2019,Mercedes,E,2019,"2,700,000 EGP","150,000 Km",Dark blue,N/A,Tagamo3 - New Cairo,2025-06-24,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/mercedes/e-180/6996021
Kia Cerato 2005,Kia,Cerato,2005,"460,000 EGP","129,000 Km",Silver,N/A,El Haram,2025-06-24,N/A,https://eg.hatla2ee.com/en/car/kia/cerato/6996003
Geely Pandino 2015,Geely,Pandino,2015,"330,000 EGP","45,000 Km",White,N/A,Ismailia,2025-06-24,N/A,https://eg.hatla2ee.com/en/car/geely/gelly-pandino/6995994
Peugeot 3008 2019,Peugeot,3008,3008,"1,400,000 EGP","150,000 Km",Black,N/A,Obour City,2025-06-24,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/peugeot/3008/6995970
Fiat 128 1976,Fiat,128,1976,"40,000 EGP",N/A,Red,N/A,Maadi,2025-06-24,N/A,https://eg.hatla2ee.com/en/car/fiat/128/6995949
Skoda Octavia A8 2025,Skoda,Octavia,2025,"2,320,000 EGP","2,000 Km",Silver,N/A,Cairo,2025-06-24,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/skoda/Octavia-A8/6995975
Geely Emgrand 7 2014,Geely,Emgrand,2014,"230,000 EGP","280,000 Km",Olive,N/A,Cairo,2025-06-24,N/A,https://eg.hatla2ee.com/en/car/geely/emgrand7/6995903
Renault Megane 2005,Renault,Megane,2005,"350,000 EGP","200,000 Km",Dark red,N/A,Sheikh Zayed City,2025-06-24,Automatic | Remote Control,https://eg.hatla2ee.com/en/car/renault/megane/6995931
Renault Duster 2022,Renault,Duster,2022,"950,000 EGP","26,500 Km",Blue,N/A,Alexandria,2025-06-24,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/renault/duster/6995862
Nissan Sunny 2023,Nissan,Sunny,2023,"630,000 EGP","93,000 Km",Bronze,N/A,El Haram,2025-06-24,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/nissan/sunny/6995883
Hyundai Tucson Turbo GDI 2019,Hyundai,Tucson,2019,"1,380,000 EGP","137,000 Km",Bronze,N/A,El Mahalla,2025-06-24,N/A,https://eg.hatla2ee.com/en/car/hyundai/Tucson-Turbo/6995890
Daewoo Lanos 1999,Daewoo,Lanos,1999,"260,000 EGP","190,000 Km",Gold,N/A,10th of Ramadan,2025-06-24,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/daewoo/lanos/6995895
Subaru Impreza 2010,Subaru,Impreza,2010,"430,000 EGP","279,000 Km",Silver,N/A,Tagamo3 - New Cairo,2025-06-24,Automatic,https://eg.hatla2ee.com/en/car/subaru/impreza/6995831
Kia K3 2016,Kia,K3,2016,"760,000 EGP","275,000 Km",Black,N/A,Nasr city,2025-06-24,Automatic,https://eg.hatla2ee.com/en/car/kia/K3/6995827
Renault Logan 2020,Renault,Logan,2020,"590,000 EGP","147,000 Km",Black,N/A,Maadi,2025-06-24,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/renault/logan/6995849
Suzuki Alto 2020,Suzuki,Alto,2020,"350,000 EGP","125,000 Km",Silver,Manual,Bilbeis,2025-06-24,Air Conditioner | Power Steering,https://eg.hatla2ee.com/en/car/suzuki/alto/6995828
Kia Cerato 2015,Kia,Cerato,2015,"790,000 EGP","161,000 Km",Dark blue,N/A,Giza,2025-06-24,Automatic,https://eg.hatla2ee.com/en/car/kia/cerato/6995808
Skoda Octavia A4 1998,Skoda,Octavia,1998,"260,000 EGP","400,000 Km",Green,N/A,Aswan,2025-06-24,N/A,https://eg.hatla2ee.com/en/car/skoda/Octavia-A4/6995822
Renault Fluence 2015,Renault,Fluence,2015,"550,000 EGP","267,000 Km",Petroleum,N/A,Cairo,2025-06-24,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/renault/fluence/6995823
Mitsubishi Eclipse Cross 2018,Mitsubishi,Eclipse,2018,"1,120,000 EGP","164,000 Km",Bronze,N/A,Maadi,2025-06-24,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/mitsubishi/Eclipse-Cross/6995820
BMW 318 2018,BMW,318,2018,"1,250,000 EGP","125,000 Km",Black,N/A,Tagamo3 - New Cairo,2025-06-24,Automatic | Remote Control,https://eg.hatla2ee.com/en/car/bmw/318/6995792
Hyundai Excel 1996,Hyundai,Excel,1996,"145,000 EGP","280,000 Km",Other,N/A,Nasr city,2025-06-24,Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/hyundai/excel/6995781
Peugeot 301 2015,Peugeot,301,2015,"430,000 EGP","167,000 Km",Cyan,N/A,Tagamo3 - New Cairo,2025-06-24,Automatic,https://eg.hatla2ee.com/en/car/peugeot/301/6995780
Hyundai Tucson 2019,Hyundai,Tucson,2019,"1,300,000 EGP","70,000 Km",White,N/A,Tanta,2025-06-24,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/hyundai/tucson/6995772
BMW 320 2014,BMW,320,2014,"1,345,000 EGP","150,000 Km",Black,N/A,Nasr city,2025-06-24,N/A,https://eg.hatla2ee.com/en/car/bmw/320/6995778
Chevrolet Lanos 2013,Chevrolet,Lanos,2013,"275,000 EGP","420,000 Km",Silver,N/A,El Katameya,2025-06-24,N/A,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6995757
Toyota Corolla 2023,Toyota,Corolla,2023,"1,450,000 EGP","35,000 Km",White,N/A,Sheikh Zayed City,2025-06-24,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/toyota/corolla/6995737
Nissan Sunny 2017,Nissan,Sunny,2017,"430,000 EGP","275,000 Km",Gold,Automatic,Dokki,2025-06-24,Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/nissan/sunny/6995739
Kia Xceed 2022,Kia,Xceed,2022,"1,250,000 EGP","60,000 Km",Blue,N/A,Cairo,2025-06-24,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/kia/Xceed/6995752
Kia Rio 2010,Kia,Rio,2010,"580,000 EGP","42,000 Km",Mocha,N/A,Nasr city,2025-06-24,N/A,https://eg.hatla2ee.com/en/car/kia/rio/6995733
Hyundai Elantra 2020,Hyundai,Elantra,2020,"800,000 EGP","64,000 Km",Brown,N/A,Giza,2025-06-24,Automatic,https://eg.hatla2ee.com/en/car/hyundai/elantra/6995724
Jac S7 2019,Jac,S7,2019,"1,080,000 EGP","64,000 Km",Red,N/A,El Katameya,2025-06-24,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/jac/Jac-S7/6995714
BMW X6 2017,BMW,X6,2017,"3,200,000 EGP","70,600 Km",Petroleum,N/A,Cairo,2025-06-24,Automatic | Remote Control,https://eg.hatla2ee.com/en/car/bmw/x6/6995719
Hyundai Accent 2010,Hyundai,Accent,2010,"375,000 EGP",N/A,Cyan,N/A,Agamy,2025-06-24,N/A,https://eg.hatla2ee.com/en/car/hyundai/accent/6995698
Geely GX3 Pro 2024,Geely,GX3,2024,"880,000 EGP","10,000 Km",Gold,N/A,Cairo,2025-06-24,Automatic | Air Conditioner,https://eg.hatla2ee.com/en/car/geely/GX3-pro/6995699
Hyundai Verna 2009,Hyundai,Verna,2009,"350,000 EGP",N/A,White,N/A,Cairo,2025-06-24,Power Steering,https://eg.hatla2ee.com/en/car/hyundai/verna/6995694
Mercedes C 180 2024,Mercedes,C,2024,"3,700,000 EGP","2,500 Km",Black,N/A,Alexandria,2025-06-24,Automatic | Air Conditioner | Remote Control,https://eg.hatla2ee.com/en/car/mercedes/c-180/6995686
Volkswagen Polo 2001,Volkswagen,Polo,2001,"270,000 EGP","70,000 Km",Silver,N/A,Cairo,2025-06-24,Automatic | Remote Control,https://eg.hatla2ee.com/en/car/volks-wagen/polo/6995673
Opel Vectra 1995,Opel,Vectra,1995,"170,000 EGP",N/A,Red,N/A,Tanta,2025-06-24,Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/opel/vectra/6995674
Chevrolet Optra 2008,Chevrolet,Optra,2008,"425,000 EGP","120,000 Km",Dark blue,N/A,Shibin El Qanater,2025-06-24,Automatic | Air Conditioner | Power Steering,https://eg.hatla2ee.com/en/car/chevrolet/optra/6995665
Renault Duster 2014,Renault,Duster,2014,"600,000 EGP","269,000 Km",Dark grey,N/A,Cairo,2025-06-24,Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/renault/duster/6995636
Daihatsu Grand terios 2009,Daihatsu,Grand,2009,"700,000 EGP","140,000 Km",Black,N/A,Zagazig,2025-06-24,N/A,https://eg.hatla2ee.com/en/car/daihatsu/grand-terios/6995649
Hyundai Tucson 2025,Hyundai,Tucson,2025,"2,000,000 EGP","4,000 Km",Petroleum,N/A,Dokki,2025-06-24,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/hyundai/tucson/6995632
Jeep Wrangler 2013,Jeep,Wrangler,2013,"1,150,000 EGP","240,000 Km",Gray,N/A,Tagamo3 - New Cairo,2025-06-24,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/jeep/wrangler/6995595
Skoda Octavia A5 2007,Skoda,Octavia,2007,"510,000 EGP","239,000 Km",Dark grey,N/A,Mit Ghamr,2025-06-24,Automatic,https://eg.hatla2ee.com/en/car/skoda/Octavia-A5/6995593
Mazda 3 2006,Mazda,3,2006,"425,000 EGP",N/A,Silver,N/A,Banha,2025-06-24,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/mazda/mazda-3/6995619
Jeep Renegade 2020,Jeep,Renegade,2020,"1,350,000 EGP","97,000 Km",Blue,N/A,Tagamo3 - New Cairo,2025-06-24,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/jeep/Renegade/6995561
Toyota Corolla 2006,Toyota,Corolla,2006,"510,000 EGP","177,000 Km",Black,N/A,Helwan,2025-06-24,Automatic | Air Conditioner,https://eg.hatla2ee.com/en/car/toyota/corolla/6995584
Fiat 500 X 2021,Fiat,500,2021,"1,170,000 EGP","39,000 Km",Red,N/A,Cairo,2025-06-24,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/fiat/500X/6995560
Opel Grandland 2021,Opel,Grandland,2021,"1,250,000 EGP","86,000 Km",Gray,N/A,Tanta,2025-06-24,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/opel/Grandland/6995592
Chevrolet Optra 2009,Chevrolet,Optra,2009,"360,000 EGP","208,000 Km",Silver,N/A,Tanta,2025-06-24,Air Conditioner | Remote Control,https://eg.hatla2ee.com/en/car/chevrolet/optra/6995555
Kia Sportage 2022,Kia,Sportage,2022,"1,500,000 EGP","4,000 Km",Black,N/A,Maadi,2025-06-24,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/kia/sportage/6995523
Mercedes GLA 200 2023,Mercedes,GLA,2023,"3,200,000 EGP","40,000 Km",White,N/A,Cairo,2025-06-24,Automatic | Air Conditioner | Remote Control,https://eg.hatla2ee.com/en/car/mercedes/GLA-200/6995542
Renault Duster 2020,Renault,Duster,2020,"735,000 EGP","165,000 Km",Mocha,N/A,Cairo,2025-06-24,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/renault/duster/6995550
Suzuki Swift Dzire 2022,Suzuki,Swift,2022,"620,000 EGP","109,000 Km",Blue,N/A,Shubra al-Khaimah,2025-06-24,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/suzuki/swift-dzire/6995529
Honda Civic 2007,Honda,Civic,2007,"610,000 EGP","225,000 Km",White,N/A,Port Said,2025-06-24,N/A,https://eg.hatla2ee.com/en/car/honda/civic/6995553
Opel Astra 2004,Opel,Astra,2004,"260,000 EGP","152,560 Km",Black,N/A,El Haram,2025-06-23,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/opel/astra/6995508
Byd F3 2021,Byd,F3,2021,"465,000 EGP","160,000 Km",Silver,Manual,Nasr city,2025-06-23,Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/byd/f3/6995502
Kia Sportage 2022,Kia,Sportage,2022,"1,730,000 EGP","51,000 Km",White,N/A,Giza,2025-06-23,N/A,https://eg.hatla2ee.com/en/car/kia/sportage/6995518
Senova X25 2017,Senova,X25,2017,"420,000 EGP","125,000 Km",Blue,N/A,Faiyum,2025-06-23,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/senova/X25/6995517
Kia Cerato 2009,Kia,Cerato,2009,"550,000 EGP","243,000 Km",Black,N/A,Warraq,2025-06-23,N/A,https://eg.hatla2ee.com/en/car/kia/cerato/6995486
Nissan Sunny 2016,Nissan,Sunny,2016,"470,000 EGP","290,000 Km",Dark red,N/A,6 October,2025-06-23,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/nissan/sunny/6995500
Speranza A516 2008,Speranza,A516,2008,"206,000 EGP","230,000 Km",Bronze,N/A,Alexandria,2025-06-23,N/A,https://eg.hatla2ee.com/en/car/speranza/a516/6995496
Byd L3 2016,Byd,L3,2016,"450,000 EGP","200,000 Km",Black,N/A,Cairo,2025-06-23,N/A,https://eg.hatla2ee.com/en/car/byd/l3/6995472
Fiat Dogan 1992,Fiat,Dogan,1992,"120,000 EGP",N/A,White,N/A,El Minya,2025-06-23,N/A,https://eg.hatla2ee.com/en/car/fiat/dogan/6995432
Chery Arrizo 5 2022,Chery,Arrizo,2022,"520,000 EGP","150,000 Km",Silver,N/A,Cairo,2025-06-23,Automatic | Air Conditioner | Remote Control,https://eg.hatla2ee.com/en/car/chery/Arrizo-5/6995438
Toyota Corona 1982,Toyota,Corona,1982,"130,000 EGP","200,000 Km",White,N/A,Dakahlia,2025-06-23,Automatic | Air Conditioner,https://eg.hatla2ee.com/en/car/toyota/corona/6995442
Ford Escort 1998,Ford,Escort,1998,"155,000 EGP",N/A,Dark blue,N/A,El Haram,2025-06-23,Remote Control,https://eg.hatla2ee.com/en/car/ford/ascot/6995422
Daewoo Nubira 2 2006,Daewoo,Nubira,2006,"255,000 EGP","120,000 Km",Cyan,N/A,Cairo,2025-06-23,Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/daewoo/Nubira-2/6995406
Kia Sportage 2025,Kia,Sportage,2025,"1,950,000 EGP","15,000 Km",Gray,N/A,Helwan,2025-06-23,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/kia/sportage/6995400
Renault Rainbow 2000,Renault,Rainbow,2000,"150,000 EGP","300,000 Km",Red,N/A,Mohandessin,2025-06-23,Air Conditioner | Remote Control,https://eg.hatla2ee.com/en/car/renault/rainbow/6995371
Citroën C3 Aircross 2020,Citroën,C3,2020,"830,000 EGP","54,000 Km",Orange,N/A,Cairo,2025-06-23,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/citroen/C3-Aircross/6995359
Mercedes GLA 200 2020,Mercedes,GLA,2020,"1,800,000 EGP","100,000 Km",Silver,N/A,Alexandria,2025-06-23,N/A,https://eg.hatla2ee.com/en/car/mercedes/mercedes-benz-gla-200/6995330
Fiat Tipo 2022,Fiat,Tipo,2022,"900,000 EGP","46,000 Km",Blue,N/A,Tagamo3 - New Cairo,2025-06-23,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/fiat/tipo/6995341
Renault Logan 2010,Renault,Logan,2010,"320,000 EGP","231,000 Km",Black,N/A,Borg el arab,2025-06-23,N/A,https://eg.hatla2ee.com/en/car/renault/logan/6995329
Nissan Sentra 2015,Nissan,Sentra,2015,"600,000 EGP","300,000 Km",Silver,N/A,Dikirnis,2025-06-23,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/nissan/sentra/6995350
Fiat Uno 1997,Fiat,Uno,1997,"110,000 EGP","230,000 Km",Red,N/A,6 October,2025-06-23,N/A,https://eg.hatla2ee.com/en/car/fiat/uno/6995338
Opel Astra 2019,Opel,Astra,2019,"690,000 EGP","135,000 Km",Silver,N/A,Hadayek October,2025-06-23,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/opel/astra/6995290
Speranza M12 2012,Speranza,M12,2012,-,"225,000 Km",Silver,N/A,Sharm el-Sheikh,2025-06-23,Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/speranza/m12/6995263
Hyundai Elantra 2001,Hyundai,Elantra,2001,"320,000 EGP","185,000 Km",Silver,N/A,Tanta,2025-06-23,N/A,https://eg.hatla2ee.com/en/car/hyundai/elantra/6995249
Skoda Octavia A5 2007,Skoda,Octavia,2007,"530,000 EGP","270,000 Km",Silver,N/A,Asyut,2025-06-23,N/A,https://eg.hatla2ee.com/en/car/skoda/Octavia-A5/6995277
Chevrolet Lanos 2009,Chevrolet,Lanos,2009,"250,000 EGP","300,000 Km",Silver,N/A,Alexandria,2025-06-23,Air Conditioner | Remote Control,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6995240
Toyota Yaris 2007,Toyota,Yaris,2007,"465,000 EGP","196,000 Km",Gray,N/A,El Haram,2025-06-23,Automatic,https://eg.hatla2ee.com/en/car/toyota/yaris/6995229
Peugeot 5008 2020,Peugeot,5008,5008,"1,450,000 EGP","100,000 Km",White,N/A,Heliopolis,2025-06-23,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/peugeot/5008/6995190
Suzuki Ertiga 2025,Suzuki,Ertiga,2025,"1,250,000 EGP","34,000 Km",White,N/A,Nasr city,2025-06-23,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/suzuki/ertiga/6995184
Hyundai Elantra HD 2017,Hyundai,Elantra,2017,"650,000 EGP","118,000 Km",Black,N/A,Cairo,2025-06-23,Automatic,https://eg.hatla2ee.com/en/car/hyundai/Elantra-HD/6995207
Hyundai Verna 2007,Hyundai,Verna,2007,"290,000 EGP",N/A,White,N/A,Agamy,2025-06-23,N/A,https://eg.hatla2ee.com/en/car/hyundai/verna/6995154
Lada 2101 1975,Lada,2101,2101,"80,000 EGP",N/A,White,N/A,Kafr el-Sheikh,2025-06-23,N/A,https://eg.hatla2ee.com/en/car/lada/2101/6995146
Hyundai Elantra CN7 2021,Hyundai,Elantra,2021,"1,160,000 EGP","100,000 Km",Dark grey,N/A,Cairo,2025-06-23,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/hyundai/Elantra-CN7/6995171
Speranza A516 2007,Speranza,A516,2007,"190,000 EGP","230,000 Km",Black,N/A,Cairo,2025-06-23,N/A,https://eg.hatla2ee.com/en/car/speranza/a516/6995087
Geely Emgrand 7 2014,Geely,Emgrand,2014,"270,000 EGP","330,000 Km",Black,N/A,El Haram,2025-06-23,Air Conditioner | Remote Control,https://eg.hatla2ee.com/en/car/geely/emgrand7/6995119
Peugeot 301 2016,Peugeot,301,2016,"600,000 EGP","142,000 Km",White,N/A,Tanta,2025-06-23,N/A,https://eg.hatla2ee.com/en/car/peugeot/301/6995100
BMW 330 1994,BMW,330,1994,"435,000 EGP","180,000 Km",Black,N/A,6 October,2025-06-23,Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/bmw/330/6995095
Mazda 323 1981,Mazda,323,1981,"850,000 EGP",N/A,White,N/A,Tagamo3 - New Cairo,2025-06-23,N/A,https://eg.hatla2ee.com/en/car/mazda/323/6995048
Opel Astra 2015,Opel,Astra,2015,"585,000 EGP","231,000 Km",Black,N/A,6 October,2025-06-23,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/opel/astra/6995064
